,Methanobrevibacter,Methanosphaera,Methanomassiliicoccus,Actinomyces,Mobiluncus,Varibaculum,Brevibacterium,Corynebacterium,Brachybacterium,Dietzia,Leucobacter,Microbacterium,Micrococcus,Rothia,Mycobacterium,Bifidobacterium,Scardovia,Adlercreutzia,Asaccharobacter,Atopobium,Collinsella,Cryptobacterium,Eggerthella,Gordonibacter,Olsenella,Paraeggerthella,Senegalemassilia,Slackia,Coriobacteriaceae.unclassified,Bacteroides,X.Barnesiella.unclassified.,Barnesiella,Butyricimonas,Odoribacter,Parabacteroides,Porphyromonas,Porphyromonadaceae.unclassified,Paraprevotella,Prevotella,Prevotellaceae.unclassified,Alistipes,X.Prevotella.,Bacteroidales.unclassified.unclassified,Chryseobacterium,Wautersiella,Cloacibacterium,X.Melainabacter.,X.Bacilli.Clostridia..unclassified.unclassified.unclassified,Bacillus,Geobacillus,Brochothrix,Staphylococcus,Gemella,Abiotrophia,Granulicatella,Enterococcus,Tetragenococcus,Lactobacillus,Pediococcus,Leuconostoc,Weissella,Lactococcus,Streptococcus,X.Clostridiaceae.Eubacteriaceae..unclassified,X.Clostridiaceae.Ruminococcaceae..unclassified,X.Clostridiaceae.unclassified..unclassified,X.Eubacteriaceae.Lachnospiraceae..unclassified,X.Lachnospiraceae.unclassified..unclassified,X.Oscillospiraceae.Ruminococcaceae..unclassified,X.Ruminococcaceae.unclassified..unclassified,Catabacter,Christensenella,Christensenellaceae.unclassified,Butyricicoccus,Clostridium,Sarcina,Clostridiaceae.unclassified,X.Finegoldia.Unclassified_Tissierellaceae.,Anaerococcus,Parvimonas,Peptoniphilus,Mogibacterium,Dehalobacterium,Anaerofustis,Eubacterium,Pseudoramibacter,X.Blautia.Roseburia.,X.Blautia.unclassified.,X.Lachnoclostridium.unclassified.,Anaerostipes,Anoxystipes,Blautia,Butyrivibrio,Cellulosilyticum,Coprococcus,Dorea,Hespellia,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lactonifactor,Marvinbryantia,Oribacterium,Parasporobacterium,Pseudobutyrivibrio,Robinsoniella,Roseburia,Tyzzerella,X.Ruminococcus.,Lachnospiraceae.unclassified,Oscillibacter,Peptococcus,Asaccharospora,Intestinibacter,Paeniclostridium,Peptoclostridium,Peptostreptococcaceae,Peptostreptococcus,Romboutsia,Terrisporobacter,Peptostreptococcaceae.unclassified,X.Candidatus_Soleaferrea.unclassified.,X.Faecalibacterium.Gemmiger.,X.Faecalibacterium.unclassified.,X.Gemmiger.unclassified.,X.Ruminococcus.unclassified.,Anaerofilum,Anaerotruncus,Candidatus_Soleaferrea,Faecalibacterium,Gemmiger,Intestinimonas,Oscillospira,Papillibacter,Ruminococcus,Subdoligranulum,Ruminococcaceae.unclassified,Howardella,X.Bacteroides.,X.Mogibacteriaceae..unclassified,Clostridiales.unclassified.unclassified,Absiella,Bulleidia,Candidatus_Stoquefichus,Catenibacterium,Dielma,Eggerthia,Erysipelatoclostridium,Faecalicoccus,Faecalitalea,Holdemanella,Holdemania,RFN20,Solobacterium,Turicibacter,cc_115,p.75.a5,Erysipelotrichaceae.unclassified,Acidaminococcus,Phascolarctobacterium,Selenomonadales.unclassified.unclassified,Allisonella,Anaerovibrio,Dialister,Megamonas,Megasphaera,Mitsuokella,Veillonella,Firmicutes.unclassified.unclassified.unclassified.unclassified,Fusobacterium,Leptotrichia,Sneathia,Victivallis,Brevundimonas,Phenylobacterium,RF32.unclassified.unclassified,Bradyrhizobium,Methylobacterium,Agrobacterium,Paracoccus,Blastomonas,Sphingomonas,Achromobacter,Lautropia,X.Diaphorobacter.Hylemonella.,Comamonas,Pelomonas,Variovorax,Herbaspirillum,Massilia,Oxalobacter,Oxalobacteraceae.unclassified,Parasutterella,Sutterella,Sutterellaceae.unclassified,Eikenella,Neisseria,Bilophila,Desulfovibrio,Desulfovibrionaceae.unclassified,Campylobacter,Helicobacter,Aeromonas,Succinatimonas,Succinivibrio,Cardiobacterium,X.Averyella.Citrobacter.Enterobacter.Kluyvera.,X.Citrobacter.Raoultella.,X.Erwinia.unclassified.,X.Escherichia.Hafnia.,X.Gluconacetobacter.Yersinia.,X.Shigella.unclassified.,Cedecea,Citrobacter,Cronobacter,Enterobacter,Erwinia,Escherichia,Leminorella,Moellerella,Morganella,Proteus,Providencia,Raoultella,Salmonella,Serratia,Trabulsiella,Yersinia,Yokenella,Enterobacteriaceae.unclassified,X.Haemophilus.unclassified.,Aggregatibacter,Haemophilus,Pasteurellaceae.unclassified,Acinetobacter,Moraxella,Pseudomonas,Vibrio,Stenotrophomonas,Cloacibacillus,Pyramidobacter,Mycoplasma,Unclassified.unclassified.unclassified.unclassified.unclassified,Akkermansia
SRR6463123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,49,4396,0,256,48,155,365,0,2,1,26005,0,1697,0,0,0,0,0,4,364,0,0,0,0,1,0,6,3,0,226,0,0,0,0,126,0,0,0,2092,370,67,3,12,65,110,0,296,0,0,0,0,3,0,0,3,0,828,0,0,1096,125,455,1,874,0,0,234,613,0,0,495,1,0,0,0,1,0,0,281,151,4,1423,1828,61,0,1,0,0,0,0,0,2,24,0,213,1146,5,15,2,0,98,1319,82,1,117,2,1982,8,383,17,0,20,1181,0,0,10,0,0,0,2,0,4,0,1,0,0,0,1,0,369,0,783,0,0,0,1,0,0,0,1,115,0,0,0,6,0,0,150,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,344,0,0,0,0,37,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
SRR6463124,114,0,0,2,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,9,7115,0,44,49,31,202,0,220,169,4220,0,319,0,0,0,0,0,0,495,0,0,0,2,0,0,2,0,0,22,0,0,0,0,20,0,0,80,1956,650,175,2,106,17,122,365,788,0,9,0,0,0,0,0,4,0,1719,0,10,900,56,778,0,1121,0,0,1186,594,0,0,301,113,0,0,0,0,0,0,897,112,0,2336,1878,0,0,54,1,0,0,0,0,21,128,0,1191,716,0,68,0,0,9,1876,98,0,79,25,1515,6,1130,0,0,59,1015,0,0,0,0,0,0,2,0,0,0,1,0,1,6,0,0,531,0,261,0,0,0,0,0,0,0,2,50,0,0,0,2,0,0,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,163,45,0,0,25,45,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,49,13,0,0,0,0,0,0,0,0,241,92
SRR6463125,1,14,0,3,0,0,0,2,0,0,0,0,0,2,0,532,0,0,0,0,0,0,0,1,1,0,5,1,4,8770,0,103,44,28,279,0,0,271,11569,0,253,0,0,0,0,0,0,1111,0,0,0,0,0,0,0,2,0,257,0,0,0,1,73,0,0,0,1769,322,41,0,0,4,12,343,1504,0,0,0,0,0,0,7,0,0,957,0,0,956,95,763,0,946,0,0,1839,617,0,0,338,130,0,0,4,0,0,1,2018,36,3,1899,553,0,0,227,0,2,0,2,1,85,320,0,95,1641,0,0,2,0,19,3466,22,0,88,0,2897,60,745,17,0,20,485,0,0,0,0,0,0,0,0,0,0,2,0,2,42,3,0,243,46,268,0,0,0,0,1,0,1,13,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,75,268,0,0,46,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0
SRR6463195,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,16,0,0,0,0,5597,0,125,31,25,60,0,0,0,1,0,1318,0,0,0,0,0,0,448,0,0,0,0,0,0,0,2,0,4,0,0,0,0,168,0,0,1,997,626,143,4,7,14,6,0,1007,0,508,0,0,0,0,0,3,1,2290,0,0,1735,22,305,1,1474,0,0,1800,621,3,0,315,670,0,0,0,0,0,0,3326,15,27,1750,405,0,0,58,0,0,0,1,0,34,85,0,319,2062,1,0,0,0,63,2035,31,0,98,0,3588,142,367,0,0,12,1269,0,0,3,0,0,0,0,53,28,0,0,0,0,14,7,0,164,0,153,0,9,0,285,0,0,0,5,71,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,32,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62,1,0,0,0,0,0,0,0,0,1,2
SRR6463197,129,34,0,1,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,1,0,0,0,0,0,0,1,0,5,1047,0,143,15,24,92,0,0,0,3581,0,241,0,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,441,195,251,0,7,72,767,0,769,0,292,0,0,0,0,9,8,0,585,0,0,621,10,378,4,595,7783,0,346,367,0,0,458,0,0,0,0,0,0,0,262,40,5,2872,1488,20,0,0,0,0,0,0,0,0,49,0,152,429,0,0,0,0,283,668,10,16,103,2,2153,56,2326,0,0,124,1913,0,0,0,0,0,0,1,0,0,270,3,0,0,0,0,0,116,0,1341,0,0,2,0,0,0,0,2,54,2,0,0,1,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,80,11,0,0,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,607,380
SRR6463199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,7,16685,0,168,44,46,276,1,5,368,4,0,645,0,3,0,0,0,82,217,0,0,0,0,1,0,0,0,0,36,0,0,1,6,51,0,0,0,705,402,25,3,30,292,40,0,391,0,17,0,0,1,0,0,3,1,1422,0,0,782,130,937,7,1512,0,0,1441,555,0,0,175,0,0,0,0,0,0,0,1189,23,8,3958,1565,61,0,146,0,0,0,5,17,31,288,0,1370,1840,0,0,6,5,134,507,28,2,154,0,5438,7,265,0,0,26,2685,0,0,0,0,0,0,27,0,0,0,15,0,2,52,0,0,732,0,281,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,23,183,0,0,0,40,292,0,1,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,94
SRR6463201,129,0,0,3,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,2,0,2,121,0,0,6,3,13,0,77,0,27258,1065,0,74,271,0,0,0,26,357,0,0,0,0,0,0,0,1,0,22,0,0,0,0,28,0,0,0,469,168,203,0,10,85,201,0,641,0,0,0,0,0,0,63,2,0,869,0,213,963,64,73,3,1074,1678,0,822,1309,0,0,179,0,1,0,0,0,0,0,984,37,1,2132,1559,90,0,16,0,0,0,0,0,18,142,0,107,278,0,0,0,0,45,540,88,0,114,0,2132,12,1776,22,0,67,435,0,10,0,769,0,0,0,0,0,505,0,0,1,3,0,1,25,0,96,0,18,523,885,0,0,160,0,85,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,69,0
SRR6463207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1,0,0,0,0,1,0,0,0,0,2,0,4687,0,0,15,51,377,0,5,0,14215,0,403,0,0,0,0,0,0,287,0,0,0,0,0,0,0,1,0,1,0,0,0,0,35,0,0,0,271,404,235,0,0,276,4,0,247,0,0,0,0,1,0,0,8,0,718,0,0,1103,29,485,2,584,0,0,663,338,0,0,137,285,0,0,0,0,0,0,3733,109,7,593,419,14,0,26,0,0,0,0,3,1,262,0,21,543,0,0,0,6,1,1004,7,5,79,1,497,36,632,0,0,21,162,2,0,1,0,1,0,10,0,0,0,5,0,0,68,4,0,672,0,0,0,0,0,1511,182,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,7,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0
SRR6463221,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,587,0,0,0,2,0,0,0,0,1,0,0,0,12,5486,0,16,15,33,477,0,1819,116,7,0,643,0,0,0,0,0,0,1115,0,0,0,0,0,0,4,2,0,58,0,0,0,0,161,0,0,7,1080,411,14,0,0,6,7,0,2638,1230,293,0,0,0,0,0,0,0,1989,0,0,1408,205,434,1,1830,0,0,2587,792,0,1,551,167,0,0,1,0,0,0,4728,37,8,1682,941,34,0,630,0,0,0,0,0,17,2,0,2615,613,3,1,1,1,0,2658,37,4,89,0,1006,6,880,0,0,3,1435,0,0,0,1278,1,0,6,0,0,37,1,0,0,0,0,0,66,7,58,0,20,0,421,0,68,0,177,11,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,243,0,126,0,0,51,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
SRR6463268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,478,0,7,0,0,0,0,0,3,0,0,0,0,102,3658,0,57,3,3,49,0,97,0,2,1,288,0,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,730,0,0,0,1,82,0,0,0,2205,532,25,6,0,3,2,0,247,0,0,0,0,1,0,5,0,0,2945,0,0,4058,191,5079,1,9479,0,0,1070,1817,0,0,473,3,4,0,0,0,0,0,3294,136,8,1927,748,0,0,15,0,0,0,2,0,0,133,0,611,2418,11,553,7,2,180,725,8,1,211,0,1856,14,156,0,0,7,126,0,0,3,0,0,0,67,0,0,1,14,0,1,1,0,0,4017,28,69,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR6463269,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,4581,0,89,17,71,141,0,192,19,19,0,1055,0,0,0,0,0,0,1,0,0,0,0,4,0,2,8,0,41,0,1,0,0,155,0,0,0,5725,3540,0,0,0,0,0,0,37,3,0,0,0,0,1,2,0,0,1845,0,14,4776,2,1493,4,2131,0,0,1478,744,0,0,225,0,7,0,1,0,0,0,587,218,0,921,516,0,0,4,0,0,0,0,0,0,25,0,102,403,0,0,2,6,0,212,2,2,126,0,2485,2,1330,0,0,24,484,0,0,71,0,0,0,54,0,0,1,9,0,1,0,0,0,6937,1,55,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9143
SRR6463270,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,337,0,1,0,0,0,0,0,0,0,0,0,2,2,7896,0,140,31,61,406,0,0,211,4241,0,478,0,0,0,0,0,0,570,0,0,0,0,0,0,0,1,0,54,0,0,0,4,19,0,0,0,1081,437,197,16,14,28,37,0,402,0,0,0,0,0,0,0,0,0,837,0,98,744,62,164,4,637,0,0,6938,452,0,0,234,0,0,0,0,0,0,0,5146,3,9,752,1298,0,0,315,0,1,0,0,0,82,119,0,451,674,0,0,0,0,6,1454,6,0,77,0,2487,30,530,0,0,6,2562,0,0,0,0,0,0,2,0,0,699,3,0,0,70,2,0,282,0,14,0,0,0,644,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,181,1,0,0,98,0,0,0,0,0,0,0,0,66,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
SRR6463271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,1,0,0,2,15,13303,0,40,30,33,505,0,14,889,2,0,1501,0,0,0,0,0,34,1,0,0,0,0,1,0,2,68,0,921,0,0,0,0,400,0,0,0,31,4,148,22,5,7,0,3,591,0,5,0,0,0,0,0,1,3,867,0,0,1328,2,81,4,1104,0,0,148,242,0,0,242,6,0,24,1,0,0,0,569,437,66,1356,674,127,0,8,0,0,0,0,0,0,19,0,410,637,4,130,1,0,120,908,22,2,489,0,963,144,311,0,0,0,908,0,0,1,0,0,0,0,0,20,1,0,0,0,2,3,0,0,0,361,0,0,0,0,101,0,0,39,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,66,89,0,0,70,216,5,0,0,0,0,0,0,0,0,0,0,0,4188,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11
SRR6463272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,2,0,0,0,0,0,0,0,0,4,0,1,5035,0,20,20,66,589,0,32,346,14509,0,2438,0,0,0,0,0,126,5,0,0,0,2,0,0,8,6,0,145,4,0,0,2,318,0,1,0,102,204,176,0,0,9,0,0,193,0,0,1,0,0,0,2,2,0,1031,0,0,293,65,223,1,408,0,0,386,338,0,0,164,162,0,0,0,0,0,0,1298,67,3,1319,3036,0,0,24,0,0,0,1,3,8,150,0,266,1805,4,0,1,2,14,1058,3,3,89,0,1362,0,1049,0,0,5,787,0,0,1,265,1,0,0,0,0,10,6,0,1,4,0,0,4,0,63,0,0,0,832,67,0,0,7,43,0,0,0,13,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,192,29,0,0,83,303,91,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
SRR6463273,232,87,0,2,0,0,0,4,0,0,0,0,0,0,0,299,0,6,0,0,59,0,0,0,47,0,0,0,193,331,4,180,80,26,22,0,0,62,5754,1169,237,0,47,0,0,6,0,8,0,0,0,6,0,0,0,0,0,924,0,0,0,0,3,0,0,0,503,88,457,59,14,318,336,2,948,0,4,0,0,0,0,0,3,0,603,0,13,242,42,38,6,536,112,16,468,1017,0,0,174,10,4,0,0,0,0,0,311,1,1,442,2374,12,0,288,0,0,0,0,1,7,691,0,348,369,4,0,1,5,269,1963,4,9,208,17,525,27,3896,0,0,45,3718,0,0,23,0,0,0,0,0,44,0,1,0,0,42,5,0,38,0,0,0,0,0,2098,0,0,0,0,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,7,0,116,0,0,138,66,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,107
SRR6463274,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,184,0,3,0,0,0,0,0,3,0,0,0,0,229,5403,0,508,79,15,1017,0,16,0,16168,0,509,0,0,0,0,0,0,189,0,0,0,0,0,0,1,1,0,0,0,2,0,0,28,0,0,0,2233,242,0,0,0,36,5,0,768,0,0,0,0,0,0,0,0,2,902,0,0,1650,97,216,11,1614,0,0,1046,996,0,0,268,66,3,0,0,0,0,0,1136,20,38,566,2843,0,0,103,1,0,0,0,0,11,80,0,89,386,23,0,0,15,300,1334,1,2,246,0,3000,1,662,0,0,9,984,3,0,7,1710,1,0,17,0,0,0,24,0,0,1,0,0,54,0,595,0,55,0,0,552,2315,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,3,0,1,231,2,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR6463275,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,1,0,0,0,0,1,0,0,2,3,1786,0,406,53,61,627,0,362,69,2746,0,791,0,6308,0,0,0,0,62,0,0,0,0,2,0,0,7,0,70,0,3,0,1,562,0,0,0,825,239,1198,1,66,28,193,4,350,0,0,0,0,0,0,0,29,0,682,0,107,436,54,115,3,377,176,1,733,583,0,0,559,55,0,0,2,0,0,0,674,10,0,514,7386,135,0,51,0,0,0,0,0,71,283,0,2758,334,3,0,1,2,6,948,14,1,75,2,1082,9,3581,23,31,97,1273,0,0,0,0,0,0,3,0,0,355,6,0,0,111,0,0,22,122,30,0,48,0,3526,3,0,0,183,705,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,5,137,41,0,0,112,0,0,0,0,0,0,0,0,46,19,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,826
SRR6463276,6,6,0,2,0,0,0,0,0,2,0,0,0,2,0,74,0,0,0,0,0,0,0,0,0,0,1,0,2,17779,0,89,43,35,165,0,16,0,2,0,1238,0,7,0,0,0,0,443,0,0,0,0,2,0,1,7,0,1290,0,0,0,0,305,0,0,0,605,76,99,0,1,7,18,1,78,0,0,0,0,0,0,1,0,0,1908,0,15,378,220,130,1,349,0,0,1796,455,0,0,367,5,0,0,0,0,0,0,2901,76,2,1047,524,9,0,48,0,0,0,0,0,14,47,0,925,1251,0,0,0,0,4,2142,28,0,85,19,1873,12,1300,0,0,13,843,0,0,0,39,2,0,0,0,0,0,1,0,0,2,0,0,187,0,213,0,0,0,19,0,0,0,40,0,5,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,118,0,172,0,0,81,294,0,0,0,0,0,0,0,529,0,0,0,0,8,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,396,326
SRR6463277,215,0,0,2,0,0,0,0,0,0,0,0,0,0,0,137,0,4,0,0,0,0,1,1,0,0,0,0,9,10354,0,178,51,51,566,1,30,0,3,0,1696,0,0,0,0,0,114,322,0,0,0,0,0,0,0,2,0,2,0,0,0,0,6,0,0,0,753,19,468,17,4,270,439,6,1023,0,22,0,0,0,0,0,18,0,1289,0,0,872,72,666,4,433,0,0,3093,314,1,0,2006,507,3,0,0,0,0,0,173,188,10,2382,1914,157,0,5,0,0,0,1,0,0,41,0,1141,2133,20,0,1,0,39,1695,19,34,278,6,4088,4,1190,0,0,29,4260,42,0,0,0,0,0,2,0,0,0,5,0,1,0,1,0,862,0,446,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152,0,0,76,7,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,35,1220
SRR6463392,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,95,0,1,0,1,0,0,0,0,0,0,0,0,5,1973,0,62,10,20,123,0,1,297,41974,0,295,0,0,0,0,0,0,365,0,0,0,0,1,0,3,0,0,83,0,2,0,0,45,0,0,0,421,73,94,0,6,12,40,0,319,0,36,0,0,0,0,0,0,0,541,0,16,533,37,48,0,300,0,0,534,317,0,0,558,132,0,0,0,0,0,0,3840,7,0,1050,362,1,0,268,0,0,0,0,0,158,57,0,101,533,0,0,0,0,18,1059,3,0,31,1,1325,10,440,15,3,10,205,4,0,0,34,0,0,0,0,2,396,0,0,0,37,0,0,31,3,251,0,6,0,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,12,157,0,0,0,12,28,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,163,0,0,0,2,0,0,0,0,0,0,0
SRR6463393,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3216,0,44,10,6,241,0,0,344,25968,0,335,0,2,0,0,0,0,228,0,0,0,0,0,0,0,26,0,75,0,0,0,8,1,0,0,0,1380,68,300,0,5,78,148,0,65,0,0,0,0,0,0,0,7,0,646,0,0,509,44,210,2,192,0,0,122,223,0,0,169,0,3,0,0,0,0,0,840,26,4,1690,1434,8,0,11,0,0,0,0,0,6,3,0,146,460,0,0,0,0,66,343,1,0,40,0,581,8,802,0,0,23,345,0,0,0,0,0,0,0,0,0,0,2,4,2,1,4,0,60,0,13,0,4,0,773,0,0,0,2,55,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,146,0,0,0,142,238,0,2,0,0,0,1,0,6,4,0,0,0,5908,0,10,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
SRR6463394,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,1,0,4,0,0,2385,0,49,9,14,176,0,0,27,19628,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,9,0,0,0,460,75,65,0,0,9,0,3,39,0,0,0,0,0,0,0,0,0,317,0,0,212,41,33,0,265,0,0,561,430,0,0,102,0,0,0,0,0,0,0,364,5,0,456,604,0,0,15,0,0,0,0,0,3,1,0,346,686,6,0,0,0,1,608,4,1,68,0,1094,14,573,8,0,3,168,0,0,1,492,0,0,3,0,7,66,0,0,0,4,0,0,6,0,0,0,0,0,1172,0,1894,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,58,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SRR6463395,89,22,0,2,0,0,0,0,0,0,0,0,0,0,0,805,0,2,0,0,0,0,0,0,0,0,0,0,22,7315,0,16,62,50,125,0,15,130,1219,0,822,0,0,0,0,0,0,842,0,0,0,0,0,0,0,0,0,56,0,0,0,1,5,0,0,0,1946,138,325,24,0,94,56,2,1150,0,70,0,0,0,2,10,6,0,2034,0,0,674,78,281,0,477,0,0,500,309,0,0,163,136,2,0,22,0,0,0,1188,8,3,2752,665,0,0,55,0,0,0,0,0,15,96,0,228,697,1,0,0,0,12,1700,53,2,63,2,1166,4,411,0,236,33,816,0,0,11,136,3,0,1,0,0,131,0,0,0,19,8,0,79,0,27,0,0,0,213,0,188,0,3,28,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,306,0,0,0,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0
